location,scenario,current_treatment,next_treatment,value
China,guideline_and_new_treatment,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
China,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
France,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose,none,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,ezetimibe,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,fibrates,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,1
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_fdc,none,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,ezetimibe,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,fibrates,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,1
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,lifestyle_intervention,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
China,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
France,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
Italy,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
Russian Federation,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
Spain,guideline_and_new_treatment,high_potency_statin_low_dose_multi,none,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
China,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
France,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
Italy,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
Spain,guideline_and_new_treatment,lifestyle_intervention,ezetimibe,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
China,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
France,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
Italy,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
Spain,guideline_and_new_treatment,lifestyle_intervention,fibrates,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose,1
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,lifestyle_intervention,high_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
China,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
France,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
Italy,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
Spain,guideline_and_new_treatment,lifestyle_intervention,lifestyle_intervention,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_high_dose_multi,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
China,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
France,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
Italy,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
Spain,guideline_and_new_treatment,lifestyle_intervention,low_potency_statin_low_dose_multi,0
Brazil,guideline_and_new_treatment,lifestyle_intervention,none,0
China,guideline_and_new_treatment,lifestyle_intervention,none,0
France,guideline_and_new_treatment,lifestyle_intervention,none,0
Italy,guideline_and_new_treatment,lifestyle_intervention,none,0
Russian Federation,guideline_and_new_treatment,lifestyle_intervention,none,0
Spain,guideline_and_new_treatment,lifestyle_intervention,none,0
Brazil,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
China,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
France,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
Italy,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
Russian Federation,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
Spain,guideline_and_new_treatment,low_potency_statin_high_dose,ezetimibe,0
Brazil,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
China,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
France,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
Italy,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
Russian Federation,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
Spain,guideline_and_new_treatment,low_potency_statin_high_dose,fibrates,0
Brazil,guideline_and_new_treatment,low_potency_statin_high_dose,high_potency_statin_high_dose,1
